Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
FDS35,0,LF,0.110681931,Breads,63.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,1033.3216,11.5
FDI41,0,Regular,0.061955439,Frozen Foods,145.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,4561.3958,14.4
FDN21,0,LF,0.076483451,Snack Foods,163.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,2416.854,14.5
NCO18,13.15,Low Fat,0.024701262,Household,176.9,OUT045,2002,,,Supermarket Type1,2133.2232,13.8
FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,1482.7366,14.3
FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.5,OUT013,1987,High,Tier 3,Supermarket Type1,2892.2352,14
FDX59,0,Low Fat,0.0514111,Breads,33.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,984.7182,14.3
FDZ23,17.75,Regular,0.112985849,Baking Goods,185.4,OUT010,1998,,,Grocery Store,745.696,10
FDX27,20.7,Regular,0.11411709,Dairy,92.7,OUT046,1997,Small,Tier1,Supermarket Type1,1323.6104,14
FDV07,9.5,Low Fat,0,Fruits and Vegetables,110.4,OUT017,2007,,,Supermarket Type1,1547.3192,14.4
FDR14,11.65,Low Fat,0.175033524,Dairy,55.5,OUT017,2007,,,Supermarket Type1,647.1576,13.7
FDO01,21.1,Regular,0.020760673,Breakfast,128.8,OUT045,2002,,,Supermarket Type1,1798.9916,6.7
FDO13,7.865,Low Fat,0.061405051,Breakfast,166.4,OUT017,2007,,,Supermarket Type1,1973.4312,14.6
FDU25,12.35,Low Fat,0.026676216,Canned,57,OUT035,2004,Small,Tier1,Supermarket Type1,1737.738,13.7
NCK54,0,Low Fat,0.029380407,Household,114.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,1864.24,1.2
FDZ56,16.25,Low Fat,0.025715562,Fruits and Vegetables,168.1,OUT013,1987,High,Tier 3,Supermarket Type1,1516.0266,13.9
NCL55,12.15,Low Fat,0.065026434,Others,253.7,OUT017,2007,,,Supermarket Type1,5060.08,14.6
FDD59,10.5,Regular,0.066315023,Starchy Foods,78.3,OUT045,2002,,,Supermarket Type1,2157.192,10.8
FDJ55,12.8,Regular,0.023664054,Meat,226,OUT017,2007,,,Supermarket Type1,5400.9696,14.3
FDA45,0,Low Fat,0.154627247,Snack Foods,177.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,5469.547,12.4
DRF23,4.61,Low Fat,0.205294827,Hard Drinks,172.8,OUT010,1998,,,Grocery Store,174.4396,14
FDT49,7,Low Fat,0.152261999,Canned,105.7,OUT017,2007,,,Supermarket Type1,1278.336,13.8
NCO17,10,Low Fat,0,Health and Hygiene,120.6,OUT035,2004,Small,Tier1,Supermarket Type1,1917.504,14.7
FDH22,6.405,Low Fat,0.136275173,Snack Foods,128.2,OUT035,2004,Small,Tier1,Supermarket Type1,1017.3424,14.1
FDT34,9.3,Low Fat,0.174621343,Snack Foods,104.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1998.7316,14.4
FDB39,11.6,Low Fat,0.038597077,Dairy,57.9,OUT045,2002,,,Supermarket Type1,615.1992,14.1
FDQ22,16.75,Low Fat,0.029799965,Snack Foods,39.2,OUT045,2002,,,Supermarket Type1,314.2576,12.8
NCN43,12.15,Low Fat,0.011314423,Others,123,OUT010,1998,,  --,Grocery Store,123.173,14.1
FDG57,14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,1020.6714,14.5
FDR20,20,Regular,0.028118435,Fruits and Vegetables,46.8,OUT035,2004,Small,Tier1,Supermarket Type1,1222.4088,13.5
FDU22,0,Low Fat,0.163350221,Snack Foods,120.2,OUT019,1985,Small,Tier1,Grocery Store,474.0496,14
NCC43,7.39,Low Fat,0.093307713,Household,250.9,OUT017,2007,,  --,Supermarket Type1,1506.0396,12.5
FDP01,20.75,Regular,0.105994654,Breakfast,150.6,OUT010,1998,,  --,Grocery Store,762.341,14.4
FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,1277.0044,14.2
FDZ33,10.195,Low Fat,0.107376743,Snack Foods,147.6,OUT035,2004,Small,Tier1,Supermarket Type1,3547.3824,14.2
FDP48,,Regular,0.043810028,Baking Goods,181.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,6042.135,11
FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2,OUT010,1998,,  --,Grocery Store,384.8324,14
FDC26,10.195,Low Fat,0.126897925,Canned,110.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1223.0746,14.7
FDF34,9.3,Regular,0.014076503,Snack Foods,200,OUT018,2009,Medium,Tier 2,Supermarket Type2,2182.4924,14.4
FDJ33,8.895,Regular,0.088305478,Snack Foods,123.5,OUT035,2004,Small,Tier1,Supermarket Type1,1478.076,13.6
FDD04,16,Low Fat,0.090153756,Dairy,143.2,OUT045,2002,,  --,Supermarket Type1,1418.154,5.7
NCJ31,19.2,Low Fat,0.182501773,Others,239.2,OUT013,1987,High,Tier 3,Supermarket Type1,5061.4116,13.8
FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.8,OUT046,1997,Small,Tier1,Supermarket Type1,2888.2404,13.3
FDM36,,Regular,0.058446424,Baking Goods,172.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,5518.1504,11.2
NCY05,13.5,Low Fat,0.054990009,Health and Hygiene,35.3,OUT046,1997,Small,Tier1,Supermarket Type1,741.0354,14.6
FDS44,,Regular,0.15528831,Fruits and Vegetables,241.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,9133.4444,13.9
FDZ39,19.7,Regular,0.018021361,Meat,101.2,OUT035,2004,Small,Tier1,Supermarket Type1,1857.582,13.4
NCM31,6.095,Low Fat,0.0816559,Others,143.3,OUT017,2007,,  --,Supermarket Type1,2836.308,14.3
DRK11,8.21,Low Fat,0.010755465,Hard Drinks,150.8,OUT013,1987,High,Tier 3,Supermarket Type1,2982.784,12.1
FDO34,17.7,Low Fat,0.050111641,Snack Foods,166,OUT010,1998,,  --,Grocery Store,167.7816,13.6
NCL30,18.1,Low Fat,0.048931174,Household,127.3,OUT035,2004,Small,Tier1,Supermarket Type1,1150.5024,14.6
FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.3,OUT017,2007,,  --,Supermarket Type1,9275.9256,10.9
DRJ39,20.25,Low Fat,0.036319195,Dairy,219.3,OUT035,2004,Small,Tier1,Supermarket Type1,5038.1086,14.7
NCP06,,Low Fat,0.039055756,Household,152.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2115.9124,14
FDE33,,Regular,0.049395242,Fruits and Vegetables,80.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,1885.5456,14.5
FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,703.0848,14.7
FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,2656.542,13.7
NCO06,19.25,LF,0.108010006,Household,33.4,OUT035,2004,Small,Tier1,Supermarket Type1,713.0718,13.9
DRG03,14.5,Low Fat,0.061934991,Dairy,154.5,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978,9.4
FDU37,9.5,Regular,0.104421237,Canned,80.2,OUT013,1987,High,Tier 3,Supermarket Type1,2157.192,12.2
FDI57,19.85,Low Fat,0.053980686,Seafood,196.9,OUT013,1987,High,Tier 3,Supermarket Type1,2561.9984,13.2
FDM45,8.655,Regular,0.088121336,Snack Foods,119.8,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852,14
FDC26,10.195,Low Fat,0.126359196,Canned,109.3,OUT035,2004,Small,Tier1,Supermarket Type1,1334.2632,14.2
FDU14,,Low Fat,0.034584356,Dairy,248.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,10236.675,14.1
FDB26,14,reg,0.031267496,Canned,51.5,OUT046,1997,Small,Tier1,Supermarket Type1,692.432,14
FDC29,8.39,Regular,0.024304264,Frozen Foods,114,OUT018,2009,Medium,Tier 2,Supermarket Type2,1488.7288,14.2
FDY58,11.65,Low Fat,0.040144377,Snack Foods,229,OUT017,2007,,  --,Supermarket Type1,6622.7126,13
FDR59,14.5,Regular,0.063851475,Breads,260.5,OUT035,2004,Small,Tier1,Supermarket Type1,3139.9128,14.1
FDS03,,Low Fat,0.079243005,Meat,65.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,1614.565,14.3
FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.3,OUT013,1987,High,Tier 3,Supermarket Type1,585.904,14.3
FDZ25,,Regular,0.02748331,Canned,169.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,5602.707,14.1
NCN26,10.85,Low Fat,0.028738058,Household,117.2,OUT045,2002,,  --,Supermarket Type1,703.0848,13.5
FDO38,17.25,Low Fat,0.073135768,Canned,77.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1012.6818,12.1
FDP28,13.65,Regular,0.081096613,Frozen Foods,261.3,OUT017,2007,,,Supermarket Type1,3131.9232,13.3
FDG31,12.15,Low Fat,0.063430788,Meat,65.5,OUT010,1998,,,Grocery Store,258.3304,13.5
FDI45,13.1,LF,0.037549969,Fruits and Vegetables,176.1,OUT013,1987,High,Tier 3,Supermarket Type1,4027.4242,14.7
NCS54,13.6,Low Fat,0.016726506,Household,176,OUT010,1998,,,Grocery Store,352.874,11.7
FDE17,20.1,Regular,0.054565932,Frozen Foods,152.2,OUT045,2002,,,Supermarket Type1,2418.1856,13.9
NCG06,16.35,Low Fat,0.029445361,Household,257.7,OUT046,1997,Small,Tier1,Supermarket Type1,2061.3168,14.5
FDQ57,,Low Fat,0.048932713,Snack Foods,144.5,OUT019,1985,Small,Tier1,Grocery Store,146.476,10.9
NCB31,6.235,Low Fat,0.118651919,Household,264,OUT035,2004,Small,Tier1,Supermarket Type1,4207.856,13.6
NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,830.9184,14.2
NCX29,,Low Fat,0.156094569,Health and Hygiene,144.3,OUT019,1985,Small,Tier1,Grocery Store,145.8102,13.7
FDU37,9.5,Regular,0.104933928,Canned,78.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1198.44,14.3
FDM02,12.5,Regular,0.12341737,Canned,86,OUT010,1998,,,Grocery Store,87.2198,14.2
FDN16,12.6,Regular,0.062700289,Frozen Foods,102.2,OUT046,1997,Small,Tier1,Supermarket Type1,1960.781,13.4
FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.5,OUT046,1997,Small,Tier1,Supermarket Type1,2929.52,14.1
FDE50,,Regular,0.01612717,Canned,189.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2253.0672,14.5
FDL52,6.635,reg,0.077145553,Frozen Foods,39.9,OUT010,1998,,,Grocery Store,75.9012,14.5
FDQ49,20.2,Regular,0.039215075,Breakfast,157.7,OUT013,1987,High,Tier 3,Supermarket Type1,2190.482,14.1
FDI14,14.1,Low Fat,0.089859642,Canned,140.2,OUT045,2002,,,Supermarket Type1,1693.7952,13.2
FDS16,15.15,Regular,0.066121873,Frozen Foods,145.7,OUT013,1987,High,Tier 3,Supermarket Type1,3661.9,14.5
FDU15,13.65,Regular,0.026643448,Meat,38,OUT049,1999,Medium,Tier 2,Supermarket Type1,862.8768,12.9
NCG43,,Low Fat,0.073879939,Household,94,OUT027,1985,Medium,Tier 2,Supermarket Type3,1850.924,13
FDR23,,Low Fat,0.08139146,Breads,177.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,6351.732,12.7
FDS52,,Low Fat,0.005448005,Frozen Foods,102.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,3542.056,13.9
NCP18,12.15,Low Fat,0.028714747,Household,152,OUT018,2009,Medium,Tier 2,Supermarket Type2,3611.2992,14.5
DRF23,,Low Fat,0.122058364,Hard Drinks,172.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,7152.0236,13.8
FDO09,13.5,Regular,0.125528734,Snack Foods,262.2,OUT045,2002,,,Supermarket Type1,6048.793,12.8
FDB40,17.5,Regular,0.007555176,Dairy,145.9,OUT045,2002,,,Supermarket Type1,2187.153,13.3
DRK37,,Low Fat,0.077046505,Soft Drinks,189.5,OUT019,1985,Small,Tier1,Grocery Store,759.012,14.4
DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2,OUT046,1997,Small,Tier1,Supermarket Type1,1451.444,12.9
FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.7,OUT045,2002,,,Supermarket Type1,958.752,14
FDF04,17.5,Low Fat,0.013634468,Frozen Foods,256.4,OUT035,2004,Small,Tier1,Supermarket Type1,1808.3128,14.5
FDE41,9.195,Regular,0.064376263,Frozen Foods,83.2,OUT017,2007,,,Supermarket Type1,1099.2358,13.8
FDW08,,LF,0.147663025,Fruits and Vegetables,106,OUT027,1985,Medium,Tier 2,Supermarket Type3,1810.976,14.2
NCD54,21.1,Low Fat,0.029003459,Household,143.5,OUT035,2004,Small,Tier1,Supermarket Type1,2311.6576,14
FDZ33,10.195,low fat,0.107834541,Snack Foods,146.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1330.2684,14.3
FDO23,17.85,Low Fat,0.146399663,Breads,93.8,OUT035,2004,Small,Tier1,Supermarket Type1,1418.154,13.7
FDN34,15.6,Regular,0.04575559,Snack Foods,167.1,OUT035,2004,Small,Tier1,Supermarket Type1,2874.9244,14.4
FDL39,16.1,Regular,0.063278652,Dairy,182.1,OUT013,1987,High,Tier 3,Supermarket Type1,2345.6134,14.7
FDT28,13.3,Low Fat,0.063664998,Frozen Foods,151.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,3912.2408,13.2
FDH33,12.85,Low Fat,0.122221269,Snack Foods,45.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1274.3412,11.9
FDA34,11.5,Low Fat,0.014944614,Starchy Foods,171.8,OUT017,2007,,,Supermarket Type1,5712.564,12.8
FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166.4,OUT035,2004,Small,Tier1,Supermarket Type1,5390.3168,12.3
DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.1,OUT017,2007,,,Supermarket Type1,1160.4894,13.1
NCO18,13.15,Low Fat,0.024646608,Household,177.5,OUT035,2004,Small,Tier1,Supermarket Type1,5510.8266,13.8
DRG27,8.895,Low Fat,0,Dairy,42,OUT018,2009,Medium,Tier 2,Supermarket Type2,568.5932,9.6
FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.4,OUT010,1998,,,Grocery Store,179.766,13.5
NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.8,OUT010,1998,,,Grocery Store,143.8128,10
FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114.4,OUT035,2004,Small,Tier1,Supermarket Type1,2633.9048,0.9
FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,6183.9504,13.8
FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.7,OUT046,1997,Small,Tier1,Supermarket Type1,2702.4822,12.7
FDQ37,20.75,Low Fat,0.089260667,Breakfast,193.4,OUT046,1997,Small,Tier1,Supermarket Type1,4843.695,13.9
NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.1,OUT045,2002,,,Supermarket Type1,952.7598,13.7
NCE07,8.18,low fat,0.013127548,Household,142,OUT035,2004,Small,Tier1,Supermarket Type1,1985.4156,12.2
DRI51,17.25,Low Fat,0.042233642,Dairy,173.4,OUT035,2004,Small,Tier1,Supermarket Type1,2061.3168,14.4
NCI31,20,Low Fat,0.081492092,Others,35.5,OUT045,2002,,,Supermarket Type1,1025.332,14
FDK60,16.5,Regular,0,Baking Goods,96.2,OUT046,1997,Small,Tier1,Supermarket Type1,3013.4108,13
FDY12,9.8,Regular,0.14061104,Baking Goods,49.8,OUT046,1997,Small,Tier1,Supermarket Type1,809.6128,13.5
FDO38,17.25,Low Fat,0.072952298,Canned,76.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,623.1888,14.5
FDP11,15.85,Low Fat,0.069087481,Breads,218.7,OUT035,2004,Small,Tier1,Supermarket Type1,1088.583,13.9
FDC21,,Regular,0.075215349,Fruits and Vegetables,108.4,OUT019,1985,Small,Tier1,Grocery Store,217.0508,12.8
NCF54,18,Low Fat,0.047645037,Household,172.6,OUT017,2007,,,Supermarket Type1,2931.5174,14.5
FDC35,,Low Fat,0.122242847,Starchy Foods,207.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,4555.4036,14.2
FDV43,16,Low Fat,0.076975118,Fruits and Vegetables,46.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,490.6946,13.6
DRE12,4.59,Low Fat,0.070890602,Soft Drinks,111.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,1584.604,14.5
DRE27,11.85,Low Fat,0.132560174,Dairy,97.3,OUT013,1987,High,Tier 3,Supermarket Type1,782.9808,13.3
DRC36,,Regular,0.044767032,Soft Drinks,173.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,5778.4782,14.7
FDZ38,,Low Fat,0.007962273,Dairy,174,OUT027,1985,Medium,Tier 2,Supermarket Type3,5173.266,14.2
NCW42,18.2,LF,0.058799705,Household,220.7,OUT017,2007,,,Supermarket Type1,4420.912,14.1
NCZ18,7.825,low fat,0.186445212,Household,255.6,OUT045,2002,,,Supermarket Type1,1522.0188,14.4
FDL13,,Regular,0.098606543,Breakfast,232.7,OUT019,1985,Small,Tier1,Grocery Store,932.12,11.9
NCN18,8.895,Low Fat,0.125222705,Household,113.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1006.6896,14.4
FDI41,18.5,reg,0.062609071,Frozen Foods,148.6,OUT017,2007,,,Supermarket Type1,1765.7016,13.5
FDV22,14.85,Regular,0.009930514,Snack Foods,157.5,OUT013,1987,High,Tier 3,Supermarket Type1,2503.408,14.6
NCB43,,Low Fat,0.099428487,Household,187.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,7296.5022,14.1
FDQ46,7.51,Low Fat,0.103793399,Snack Foods,110.2,OUT035,2004,Small,Tier1,Supermarket Type1,2684.5056,14.1
FDC44,15.6,Low Fat,0,Fruits and Vegetables,112,OUT049,1999,Medium,Tier 2,Supermarket Type1,2163.1842,14.2
FDB22,8.02,Low Fat,0.111419588,Snack Foods,154.4,OUT035,2004,Small,Tier1,Supermarket Type1,3383.5956,14.2
FDV23,11,Low Fat,0.106051405,Breads,124.4,OUT045,2002,,,Supermarket Type1,2241.0828,13.4
FDK10,,Regular,0.04016342,Snack Foods,181.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,3415.554,13.3
FDF05,17.5,Low Fat,0.026925385,Frozen Foods,264.4,OUT045,2002,,,Supermarket Type1,5259.82,14.3
FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8,OUT046,1997,Small,Tier1,Supermarket Type1,1957.452,14.6
FDD20,,Low Fat,0.020614212,Fruits and Vegetables,126.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,5353.6978,14.5
NCM54,,Low Fat,0.050692386,Household,125.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,4832.3764,13.8
FDW48,18,Low Fat,0.008589133,Baking Goods,81.1,OUT017,2007,,  --,Supermarket Type1,1450.1124,12.5
DRF36,16.1,Low Fat,0.023673342,Soft Drinks,189.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,5350.3688,14.7
NCM06,7.475,LF,0.075881475,Household,155.3,OUT045,2002,,  --,Supermarket Type1,2934.8464,14.6
NCA54,16.5,Low Fat,0.061330521,Household,178.7,OUT010,1998,,  --,Grocery Store,360.8636,12.3
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8,OUT045,2002,,  --,Supermarket Type1,708.4112,14.7
FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.4,OUT035,2004,Small,Tier1,Supermarket Type1,2220.443,14.3
FDT38,18.7,Low Fat,0.057654132,Dairy,83.2,OUT045,2002,,  --,Supermarket Type1,1606.5754,14.1
NCI17,8.645,Low Fat,0.143713508,Health and Hygiene,96.6,OUT045,2002,,  --,Supermarket Type1,868.869,14.4
FDO40,17.1,Low Fat,0.032812669,Frozen Foods,147.1,OUT017,2007,,  --,Supermarket Type1,2237.088,14.3
FDP12,9.8,Regular,0.045266806,Baking Goods,37,OUT046,1997,Small,Tier1,Supermarket Type1,705.748,14.4
FDI44,,Low Fat,0.099747488,Fruits and Vegetables,75.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,1544.656,14
FDB21,,Low Fat,0,Fruits and Vegetables,243,OUT027,1985,Medium,Tier 2,Supermarket Type3,6767.1912,14.6
FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7,OUT013,1987,High,Tier 3,Supermarket Type1,1078.596,14.6
NCZ42,10.5,Low Fat,0.011351778,Household,236.5,OUT017,2007,,  --,Supermarket Type1,4029.4216,13.8
NCJ30,5.82,LF,0.081096613,Household,170.4,OUT017,2007,,  --,Supermarket Type1,1018.674,14.4
FDV49,10,Low Fat,0.025827199,Canned,263.2,OUT046,1997,Small,Tier1,Supermarket Type1,3700.5164,13.3
NCO43,5.5,LF,0,Others,103.1,OUT045,2002,,  --,Supermarket Type1,2024.032,13.7
NCF18,18.35,Low Fat,0.148938624,Household,192,OUT010,1998,,,Grocery Store,767.0016,12.8
NCX41,19,Low Fat,0,Health and Hygiene,211,OUT010,1998,,,Grocery Store,1482.0708,13.8
FDY11,6.71,Regular,0.029535852,Baking Goods,67.5,OUT013,1987,High,Tier 3,Supermarket Type1,593.2278,14.3
FDU46,10.3,Regular,0.011143599,Snack Foods,88.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1125.202,14.6
NCI18,18.35,Low Fat,0.014045832,Household,222.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1570.6222,13.8
FDL38,13.8,reg,0.014730322,Canned,90.9,OUT035,2004,Small,Tier1,Supermarket Type1,2141.2128,13.8
FDY60,10.5,Regular,0.026520107,Baking Goods,144.8,OUT017,2007,,,Supermarket Type1,2157.192,12.6
FDF53,20.75,Regular,0.083736551,Frozen Foods,178.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,3428.2042,14.6
NCM05,,Low Fat,0.059557164,Health and Hygiene,263.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,6872.3876,13.1
FDR13,9.895,Regular,0.028837829,Canned,117.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1506.0396,12.1
FDA49,,Low Fat,0.113669629,Canned,89,OUT019,1985,Small,Tier1,Grocery Store,174.4396,13.8
FDY52,0,Low Fat,0.012865901,Frozen Foods,59.4,OUT019,1985,Small,Tier1,Grocery Store,122.5072,12.3
FDL02,0,Regular,0.182236555,Canned,107.2,OUT019,1985,Small,Tier1,Grocery Store,211.7244,12.1
FDO24,11.1,Low Fat,0.176069023,Baking Goods,156.8,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,14.3
FDM08,10.1,reg,0.053574075,Fruits and Vegetables,223.7,OUT035,2004,Small,Tier1,Supermarket Type1,2684.5056,7.5
FDJ02,0,Regular,0.044063785,Canned,147.2,OUT019,1985,Small,Tier1,Grocery Store,294.2836,11.3
FDW40,14,Regular,0.105573769,Frozen Foods,144,OUT018,2009,Medium,Tier 2,Supermarket Type2,1139.8496,14.7
FDT46,0,Low Fat,0.030657949,Snack Foods,50.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,1012.016,13.6
FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,140,OUT017,2007,,,Supermarket Type1,1966.7732,14
FDM21,0,Low Fat,0.064052392,Snack Foods,256.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,7472.2734,14.7
FDH26,0,Regular,0.034531702,Canned,142.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,2399.5432,11.9
NCM42,6.13,Low Fat,0.028365524,Household,110.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1637.868,14.6
FDW13,8.5,Low Fat,0.097866209,Canned,51.1,OUT035,2004,Small,Tier1,Supermarket Type1,1350.2424,12.8
FDN04,0,Regular,0.01401884,Frozen Foods,178.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,3747.1224,13.5
NCD07,9.1,Low Fat,0,Household,114.5,OUT046,1997,Small,Tier1,Supermarket Type1,1593.9252,14.3
FDB34,15.25,Low Fat,0.044539371,Snack Foods,85.3,OUT010,1998,,,Grocery Store,261.6594,14.2
FDD09,13.5,Low Fat,0,Fruits and Vegetables,180,OUT013,1987,High,Tier 3,Supermarket Type1,4889.6352,13.9
DRH59,10.8,low fat,0,Hard Drinks,72.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,805.618,13.5
DRN36,15.2,Low Fat,0.050168354,Soft Drinks,95.4,OUT035,2004,Small,Tier1,Supermarket Type1,1438.128,14.1
DRA24,19.35,Regular,0.040154087,Soft Drinks,164.7,OUT017,2007,,,Supermarket Type1,1146.5076,13.6
FDY36,0,Low Fat,0.009364957,Baking Goods,74.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,1171.808,11.2
FDG34,11.5,Regular,0.037539164,Snack Foods,106.9,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112,14.7
FDK43,9.8,Low Fat,0.026992588,Meat,127.3,OUT017,2007,,,Supermarket Type1,2277.036,14.2
NCM06,7.475,Low Fat,0.076156245,Household,156.5,OUT017,2007,,,Supermarket Type1,2008.0528,11.5
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,649.155,14.1
FDF21,0,Regular,0.058542509,Fruits and Vegetables,188.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,4364.319,14.1
FDO33,14.75,Low Fat,0.089686322,Snack Foods,115.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1821.6288,12.7
NCO43,5.5,Low Fat,0.047364617,Others,100,OUT017,2007,,,Supermarket Type1,708.4112,13.5
FDX15,17.2,Low Fat,0.156269303,Meat,159.7,OUT035,2004,Small,Tier1,Supermarket Type1,3048.6982,13.2
FDS10,19.2,Low Fat,0.035185588,Snack Foods,181.3,OUT046,1997,Small,Tier1,Supermarket Type1,1443.4544,11.8
FDD46,0,Low Fat,0.247321039,Snack Foods,152.4,OUT019,1985,Small,Tier1,Grocery Store,153.7998,14.7
FDV22,14.85,Regular,0.009979271,Snack Foods,155.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,3129.26,14.2
NCR29,7.565,Low Fat,0.054863459,Health and Hygiene,58.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,509.337,14.1
FDU34,18.25,Low Fat,0.075620262,Snack Foods,123.8,OUT017,2007,,,Supermarket Type1,3486.1288,11.4
FDZ35,9.6,Regular,0.02236923,Breads,104.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1341.587,13.1
FDA26,7.855,Regular,0.073906461,Dairy,218.4,OUT035,2004,Small,Tier1,Supermarket Type1,4819.0604,14.1
FDP38,10.1,Low Fat,0.032283676,Canned,52.2,OUT017,2007,,,Supermarket Type1,759.012,14.1
FDT22,10.395,Low Fat,0.11207602,Snack Foods,58,OUT035,2004,Small,Tier1,Supermarket Type1,659.142,14.3
FDA50,16.25,Low Fat,0.087668236,Dairy,94.9,OUT017,2007,,,Supermarket Type1,1737.738,12.5
