Individual ,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age1,MonthlyIncome1
Ind776,No,43,1,415,1,25,3,2,1,1076,3,1,79,2,3,1,4,3,10798,5268,5,2,13,3,3,80,1,18,5,3,1,0,0,0,41.9,11408.967198957598
Ind777,Yes,20,2,769,1,9,3,3,1,1077,4,2,54,3,1,7,4,1,2323,17205,1,1,14,3,2,80,0,2,3,3,2,2,0,2,42.5,12650.816192154853
Ind778,Yes,21,1,1334,2,10,3,1,1,1079,3,2,36,2,1,3,1,1,1416,17258,1,2,13,3,1,80,0,1,6,2,1,0,1,0,29.1,15516.811272162053
Ind779,No,46,1,1003,2,8,4,1,1,1080,4,2,74,2,2,2,1,3,4615,21029,8,1,23,4,1,80,3,19,2,3,16,13,1,7,36.8,15053.668144458468
Ind780,Yes,51,1,1323,2,4,4,1,1,1081,1,1,34,3,1,2,3,2,2461,10332,9,1,12,3,3,80,3,18,2,4,10,0,2,7,40.3,13589.049450034141
Ind781,Yes,28,3,1366,2,24,2,4,1,1082,2,1,72,2,3,5,1,1,8722,12355,1,2,12,3,1,80,0,10,2,2,10,7,1,9,33.5,10561.243475271076
Ind782,No,26,1,192,2,1,2,2,1,1083,1,1,59,2,1,3,1,2,3955,11141,1,2,16,3,1,80,2,6,2,3,5,3,1,3,32.6,11645.808517800726
Ind783,No,30,1,1176,2,20,3,6,1,1084,3,1,85,3,2,4,1,2,9957,9096,0,2,15,3,3,80,1,7,1,2,6,2,0,2,35.7,10889.79275064212
Ind784,No,41,1,509,2,7,2,4,1,1085,2,2,43,4,1,2,3,2,3376,18863,1,2,13,3,3,80,0,10,3,3,10,6,0,8,37.2,13631.282487893113
Ind785,No,38,1,330,2,17,1,1,1,1088,3,2,65,2,3,5,3,2,8823,24608,0,2,18,3,1,80,1,20,4,2,19,9,1,9,33.0,12875.893747074584
Ind786,No,40,1,1492,2,20,4,4,1,1092,1,1,61,3,3,5,4,2,10322,26542,4,2,20,4,4,80,1,14,6,3,11,10,11,1,38.5,12056.436117787029
Ind787,No,27,3,1277,2,8,5,1,1,1094,1,1,87,1,1,3,3,2,4621,5869,1,2,19,3,4,80,3,3,4,3,3,2,1,2,36.6,12405.738084089748
Ind788,No,55,2,1091,2,2,1,1,1,1096,4,1,65,3,3,4,2,2,10976,15813,3,2,18,3,2,80,1,23,4,3,3,2,1,2,39.5,14979.562095642736
Ind789,No,28,1,857,2,10,3,6,1,1097,3,2,59,3,2,2,3,1,3660,7909,3,2,13,3,4,80,0,10,4,4,8,7,1,7,27.8,10935.11844441765
Ind790,Yes,44,1,1376,3,1,2,2,1,1098,2,1,91,2,3,9,1,2,10482,2326,9,2,14,3,4,80,1,24,1,3,20,6,3,6,33.9,14073.61524731082
Ind791,No,33,1,654,2,5,3,1,1,1099,4,1,34,2,3,5,4,3,7119,21214,4,2,15,3,3,80,1,9,2,3,3,2,1,2,33.8,12731.702366949354
Ind792,Yes,35,1,1204,1,4,3,4,1,1100,4,1,86,3,3,1,1,1,9582,10333,0,1,22,4,1,80,0,9,2,3,8,7,4,7,40.4,12155.740437440782
Ind793,Yes,33,2,827,2,29,4,2,1,1101,1,2,54,2,2,2,3,1,4508,3129,1,2,22,4,2,80,0,14,4,3,13,7,3,8,26.8,7972.149784527831
Ind794,No,28,1,895,2,15,2,1,1,1102,1,1,50,3,1,3,3,3,2207,22482,1,2,16,3,4,80,1,4,5,2,4,2,2,2,29.0,13699.319864535228
Ind795,No,34,2,618,2,3,1,1,1,1103,1,1,45,3,2,5,4,1,7756,22266,0,2,17,3,3,80,0,7,1,2,6,2,0,4,37.5,12753.28220442705
Ind796,No,37,1,309,1,10,4,1,1,1105,4,2,88,2,2,1,4,3,6694,24223,2,1,14,3,3,80,3,8,5,3,1,0,0,0,38.1,13597.902134022299
Ind797,Yes,25,1,1219,2,4,1,4,1,1106,4,1,32,3,1,3,4,2,3691,4605,1,1,15,3,2,80,1,7,3,4,7,7,5,6,38.5,11420.987818170084
Ind798,Yes,26,1,1330,2,21,3,2,1,1107,1,1,37,3,1,3,3,3,2377,19373,1,2,20,4,3,80,1,1,0,2,1,1,0,0,33.8,11397.013830290389
Ind799,Yes,33,1,1017,2,25,3,2,1,1108,1,1,55,2,1,2,2,1,2313,2993,4,1,20,4,2,80,0,5,0,3,2,2,2,2,34.8,9020.457066126644
Ind800,No,42,1,469,2,2,2,2,1,1109,4,1,35,3,4,6,1,2,17665,14399,0,2,17,3,4,80,1,23,3,3,22,6,13,7,34.5,9654.00302654031
Ind801,Yes,28,2,1009,2,1,3,2,1,1111,1,1,45,2,1,3,2,3,2596,7160,1,2,15,3,1,80,2,1,2,3,1,0,0,0,36.7,11353.089623544156
Ind802,Yes,50,2,959,1,1,4,6,1,1113,4,1,81,3,2,1,3,1,4728,17251,3,1,14,3,4,80,0,5,4,3,0,0,0,0,28.8,8536.111133732446
Ind803,No,33,2,970,1,7,3,1,1,1114,4,2,30,3,2,1,2,2,4302,13401,0,2,17,3,3,80,1,4,3,3,3,2,0,2,36.0,9798.808149508439
Ind804,No,34,3,697,2,3,4,1,1,1115,3,1,40,2,1,2,4,2,2979,22478,3,2,17,3,4,80,3,6,2,3,0,0,0,0,31.3,12752.96707710975
Ind805,No,48,3,1262,2,1,4,2,1,1116,1,1,35,4,4,6,4,1,16885,16154,2,2,22,4,3,80,0,27,3,2,5,4,2,1,33.8,11689.73854290852
Ind806,No,45,3,1050,1,9,4,1,1,1117,2,2,65,2,2,1,3,2,5593,17970,1,2,13,3,4,80,1,15,2,3,15,10,4,12,30.4,11856.008078926932
Ind807,No,52,1,994,2,7,4,1,1,1118,2,1,87,3,3,5,2,1,10445,15322,7,2,19,3,4,80,0,18,4,3,8,6,4,0,31.3,12492.060463689077
Ind808,No,38,1,770,1,10,4,3,1,1119,3,1,73,2,3,1,3,3,8740,5569,0,1,14,3,2,80,2,9,2,3,8,7,2,7,37.3,11449.516647435912
Ind809,No,29,1,1107,2,28,4,1,1,1120,3,2,93,3,1,2,4,3,2514,26968,4,2,22,4,1,80,1,11,1,3,7,5,1,7,35.3,11760.488250053442
Ind810,No,28,1,950,2,3,3,2,1,1121,4,2,93,3,3,4,2,3,7655,8039,0,2,17,3,2,80,3,10,3,2,9,7,1,7,27.3,14065.162065065546
Ind811,No,46,1,406,1,3,1,3,1,1124,1,1,52,3,4,6,3,2,17465,15596,3,2,12,3,4,80,1,23,3,3,12,9,4,9,37.1,10765.10015327665
Ind812,No,38,1,130,1,2,2,3,1,1125,4,1,32,3,3,1,2,1,7351,20619,7,2,16,3,3,80,0,10,2,3,1,0,0,0,34.0,13239.615438705494
Ind813,No,43,2,1082,2,27,3,1,1,1126,3,2,83,3,3,4,1,2,10820,11535,8,2,11,3,3,80,1,18,1,3,8,7,0,1,35.3,11367.699874181135
Ind814,Yes,39,2,203,2,2,3,1,1,1127,1,1,84,3,4,5,4,3,12169,13547,7,2,11,3,4,80,3,21,4,3,18,7,11,5,37.3,7754.199271734293
Ind815,No,40,1,1308,2,14,3,2,1,1128,3,1,44,2,5,8,3,1,19626,17544,1,2,14,3,1,80,0,21,2,4,20,7,4,9,35.7,10495.169042590569
Ind816,No,21,1,984,2,1,1,4,1,1131,4,2,70,2,1,2,2,1,2070,25326,1,1,11,3,3,80,0,2,6,4,2,2,2,2,37.6,9948.71164684711
Ind817,No,39,3,439,2,9,3,1,1,1132,3,1,70,3,2,3,2,1,6782,8770,9,2,15,3,3,80,0,9,2,2,5,4,0,3,29.0,13196.202212881695
Ind818,No,36,3,217,2,18,4,1,1,1133,1,1,78,3,2,4,4,1,7779,23238,2,2,20,4,1,80,0,18,0,3,11,9,0,9,39.8,11146.661438790541
Ind819,No,31,2,793,1,20,3,1,1,1135,3,1,67,4,1,7,4,2,2791,21981,0,2,12,3,1,80,1,3,4,3,2,2,2,2,33.8,12213.164503415197
Ind820,No,28,1,1451,2,2,1,1,1,1136,1,1,67,2,1,2,2,2,3201,19911,0,2,17,3,1,80,0,6,2,1,5,3,0,4,39.1,10425.384149512895
Ind821,No,35,2,1182,1,11,2,3,1,1137,4,1,54,3,2,1,4,3,4968,18500,1,2,11,3,4,80,1,5,3,3,5,2,0,2,34.3,11085.059620873193
Ind822,No,49,1,174,1,8,4,4,1,1138,4,1,56,2,4,1,2,2,13120,11879,6,2,17,3,2,80,1,22,3,3,9,8,2,3,40.3,10102.29617786856
Ind823,No,34,2,1003,2,2,2,1,1,1140,4,1,95,3,2,4,3,1,4033,15834,2,2,11,3,4,80,0,5,3,2,3,2,0,2,38.3,15859.070800854955
Ind824,No,29,2,490,2,10,3,1,1,1143,4,2,61,3,1,2,2,3,3291,17940,0,2,14,3,4,80,2,8,2,2,7,5,1,1,35.5,15702.489017145497
Ind825,No,42,1,188,2,29,3,2,1,1148,2,1,56,1,2,3,4,1,4272,9558,4,2,19,3,1,80,0,16,3,3,1,0,0,0,33.8,12219.693354809493
Ind826,No,29,1,718,2,8,1,2,1,1150,2,1,79,2,2,4,4,2,5056,17689,1,1,15,3,3,80,1,10,2,2,10,7,1,2,35.6,12642.14932935283
Ind827,No,38,1,433,3,1,3,5,1,1152,3,1,37,4,1,9,3,2,2844,6004,1,2,13,3,4,80,1,7,2,4,7,6,5,0,34.7,13378.360336590371
Ind828,No,28,2,773,2,6,3,1,1,1154,3,1,39,2,1,2,3,3,2703,22088,1,1,14,3,4,80,1,3,2,3,3,1,0,2,32.0,11163.99665046195
Ind829,Yes,18,3,247,2,8,1,2,1,1156,3,1,80,3,1,3,3,1,1904,13556,1,2,12,3,4,80,0,0,0,3,0,0,0,0,40.4,11531.550200295536
Ind830,Yes,33,1,603,1,9,4,3,1,1157,1,2,77,3,2,1,1,1,8224,18385,0,1,17,3,1,80,0,6,3,3,5,2,0,3,40.2,10986.134392509333
Ind831,No,41,1,167,2,12,4,1,1,1158,2,1,46,3,1,3,4,2,4766,9051,3,1,11,3,1,80,1,6,4,3,1,0,0,0,32.5,9447.701682297295
Ind832,Yes,31,2,874,2,15,3,2,1,1160,3,1,72,3,1,3,3,2,2610,6233,1,2,12,3,3,80,1,2,5,2,2,2,2,2,33.6,11393.176168724267
Ind833,No,37,1,367,2,25,2,2,1,1161,3,2,52,2,2,5,4,3,5731,17171,7,2,13,3,3,80,2,9,2,3,6,2,1,3,29.4,9659.190671065036
Ind834,No,27,1,199,2,6,3,1,1,1162,4,1,55,2,1,2,3,2,2539,7950,1,2,13,3,3,80,1,4,0,3,4,2,2,2,31.5,8759.91075317147
Ind835,No,34,1,1400,1,9,1,1,1,1163,2,2,70,3,2,1,3,2,5714,5829,1,2,20,4,1,80,0,6,3,2,6,5,1,3,29.7,13448.741074829522
Ind836,No,35,1,528,3,8,4,4,1,1164,3,1,100,3,1,9,3,1,4323,7108,1,2,17,3,2,80,0,6,2,1,5,4,1,4,34.7,10883.884269473618
Ind837,Yes,29,1,408,1,23,1,1,1,1165,4,2,45,2,3,1,1,2,7336,11162,1,2,13,3,1,80,1,11,3,1,11,8,3,10,29.9,10001.71660628367
Ind838,No,40,2,593,2,9,4,2,1,1166,2,2,88,3,3,8,3,1,13499,13782,9,2,17,3,3,80,0,20,3,2,18,7,2,13,28.1,10001.379948214382
Ind839,Yes,42,2,481,1,12,3,1,1,1167,3,1,44,3,4,1,1,1,13758,2447,0,1,12,3,2,80,0,22,2,2,21,9,13,14,33.8,10080.681518643494
Ind840,No,42,1,647,1,4,4,3,1,1171,2,1,45,3,2,1,1,1,5155,2253,7,2,13,3,4,80,0,9,3,4,6,4,1,5,31.5,11236.648754251486
Ind841,No,35,1,982,2,1,4,2,1,1172,4,1,58,2,1,3,3,2,2258,16340,6,2,12,3,2,80,1,10,2,3,8,0,1,7,35.1,13053.58864906131
Ind842,No,24,1,477,2,24,3,2,1,1173,4,1,49,3,1,3,2,1,3597,6409,8,2,22,4,4,80,0,6,2,3,4,3,1,2,37.3,12604.281167612737
Ind843,Yes,28,1,1485,2,12,1,1,1,1175,3,2,79,3,1,3,4,2,2515,22955,1,1,11,3,4,80,0,1,4,2,1,1,0,0,35.9,11622.996942351394
Ind844,No,26,1,1384,2,3,4,2,1,1177,1,1,82,4,1,3,4,2,4420,13421,1,2,22,4,2,80,1,8,2,3,8,7,0,7,45.1,11612.181739578893
Ind845,No,30,1,852,1,10,3,3,1,1179,3,1,72,2,2,1,3,2,6578,2706,1,2,18,3,1,80,1,10,3,3,10,3,1,4,35.1,10713.561154812254
Ind846,No,40,2,902,2,26,2,2,1,1180,3,2,92,2,2,2,4,2,4422,21203,3,1,13,3,4,80,1,16,3,1,1,1,0,0,31.5,12677.914276247644
Ind847,No,35,1,819,2,2,3,1,1,1182,3,1,44,2,3,4,2,3,10274,19588,2,2,18,3,2,80,1,15,2,4,7,7,6,4,34.4,13657.545431113693
Ind848,No,34,2,669,2,1,3,2,1,1184,4,1,97,2,2,5,1,1,5343,25755,0,2,20,4,3,80,0,14,3,3,13,9,4,9,40.6,13119.652008710997
Ind849,No,35,2,636,2,4,4,6,1,1185,4,1,47,2,1,3,4,2,2376,26537,1,2,13,3,2,80,1,2,2,4,2,2,2,2,41.7,11289.475626239197
Ind850,Yes,43,1,1372,1,9,3,3,1,1188,1,2,85,1,2,1,3,1,5346,9489,8,2,13,3,2,80,0,7,2,2,4,3,1,3,38.2,10237.327023994445
Ind851,No,32,3,862,1,2,1,1,1,1190,3,2,76,3,1,7,1,3,2827,14947,1,2,12,3,3,80,3,1,3,3,1,0,0,0,36.6,9921.730779732912
Ind852,No,56,1,718,2,4,4,4,1,1191,4,2,92,3,5,6,1,3,19943,18575,4,2,13,3,4,80,1,28,2,3,5,2,4,2,36.8,10369.488711132099
Ind853,No,29,1,1401,2,6,1,2,1,1192,2,2,54,3,1,3,4,2,3131,26342,1,2,13,3,1,80,1,10,5,3,10,8,0,8,36.0,13991.226741321167
Ind854,No,19,1,645,2,9,2,1,1,1193,3,1,54,3,1,2,1,1,2552,7172,1,2,25,4,3,80,0,1,4,3,1,1,0,0,36.0,13005.533256677249
Ind855,No,45,1,1457,2,7,3,2,1,1195,1,2,83,3,1,2,3,2,4477,20100,4,1,19,3,3,80,1,7,2,2,3,2,0,2,32.3,12964.745113339975
Ind856,No,37,1,977,2,1,3,1,1,1196,4,2,56,2,2,4,4,2,6474,9961,1,2,13,3,2,80,1,14,2,2,14,8,3,11,39.3,14380.64671252436
Ind857,No,20,1,805,2,3,3,1,1,1198,1,1,87,2,1,3,3,1,3033,12828,1,2,12,3,1,80,0,2,2,2,2,2,1,2,33.5,10802.435884968394
Ind858,Yes,44,1,1097,2,10,4,1,1,1200,3,1,96,3,1,2,3,1,2936,10826,1,1,11,3,3,80,0,6,4,3,6,4,0,2,32.4,9185.41995517947
Ind859,No,53,1,1223,2,7,2,2,1,1201,4,2,50,3,5,6,3,3,18606,18640,3,2,18,3,2,80,1,26,6,3,7,7,4,7,37.3,9570.965927283749
Ind860,No,29,1,942,2,15,1,1,1,1202,2,2,69,1,1,2,4,2,2168,26933,0,1,18,3,1,80,1,6,2,2,5,4,1,3,40.5,13728.947251275442
Ind861,Yes,22,2,1256,2,3,4,1,1,1203,3,1,48,2,1,2,4,2,2853,4223,0,1,11,3,2,80,1,1,5,3,0,0,0,0,29.6,8706.404157702229
Ind862,No,46,1,1402,1,2,3,3,1,1204,3,2,69,3,4,6,1,2,17048,24097,8,2,23,4,1,80,0,28,2,3,26,15,15,9,42.5,14008.040030616503
Ind863,No,44,3,111,2,17,3,1,1,1206,4,1,74,1,1,2,3,1,2290,4279,2,2,13,3,4,80,0,6,3,3,0,0,0,0,31.3,12419.731362840253
Ind864,No,33,1,147,3,2,3,5,1,1207,2,1,99,3,1,9,3,2,3600,8429,1,2,13,3,4,80,1,5,2,3,5,4,1,4,37.7,10248.1843108218
Ind865,Yes,41,3,906,2,5,2,1,1,1210,1,1,95,2,1,2,1,3,2107,20293,6,2,17,3,1,80,1,5,2,1,1,0,0,0,34.8,11753.65547148784
Ind866,No,30,1,1329,1,29,4,1,1,1211,3,1,61,3,2,1,1,3,4115,13192,8,2,19,3,3,80,3,8,3,3,4,3,0,3,32.0,13608.9896763415
Ind867,No,40,2,1184,1,2,4,2,1,1212,2,1,62,3,2,1,2,2,4327,25440,5,2,12,3,4,80,3,5,2,3,0,0,0,0,33.3,13261.056754446687
Ind868,No,50,2,1421,2,2,3,2,1,1215,4,2,30,3,4,6,1,2,17856,9490,2,2,22,4,3,80,1,32,3,3,2,2,2,2,30.3,7854.746497676927
Ind869,No,28,1,1179,2,19,4,2,1,1216,4,1,78,2,1,3,1,2,3196,12449,1,2,12,3,3,80,3,6,2,3,6,5,3,3,25.7,11843.709930766701
Ind870,No,46,1,1450,2,15,2,1,1,1217,4,1,52,3,5,8,2,2,19081,10849,5,2,11,3,1,80,1,25,2,3,4,2,0,3,36.4,16043.314651637305
Ind871,No,35,1,1361,1,17,4,1,1,1218,3,1,94,3,2,1,1,2,8966,21026,3,1,15,3,4,80,3,15,2,3,7,7,1,7,33.2,11684.465018886245
Ind872,Yes,24,1,984,2,17,2,1,1,1219,4,2,97,3,1,3,2,2,2210,3372,1,2,13,3,1,80,1,1,3,1,1,0,0,0,35.3,12177.298236131022
Ind873,No,33,2,1146,1,25,3,2,1,1220,2,2,82,3,2,1,3,2,4539,4905,1,2,12,3,1,80,1,10,3,2,10,7,0,1,45.4,11511.903053604428
Ind874,No,36,1,917,2,6,4,1,1,1221,3,1,60,1,1,3,3,3,2741,6865,1,2,14,3,3,80,1,7,4,3,7,7,1,7,36.6,12209.774402849584
Ind875,No,30,1,853,2,7,4,1,1,1224,3,1,49,3,2,3,3,3,3491,11309,1,2,13,3,1,80,3,10,4,2,10,7,8,9,28.4,11919.179472264523
Ind876,No,44,1,200,2,29,4,6,1,1225,4,1,32,3,2,2,4,1,4541,7744,1,2,25,4,2,80,0,20,3,3,20,11,13,17,37.3,13521.416257696244
Ind877,No,20,1,654,1,21,3,3,1,1226,3,1,43,4,1,7,4,1,2678,5050,1,2,17,3,4,80,0,2,2,3,2,1,2,2,32.6,12542.057385871725
Ind878,No,46,1,150,2,2,4,4,1,1228,4,1,60,3,2,4,4,3,7379,17433,2,2,11,3,3,80,1,12,3,2,6,3,1,4,38.5,12669.797838197655
Ind879,No,42,3,179,3,2,5,2,1,1231,4,1,79,4,2,9,1,2,6272,12858,7,2,16,3,1,80,1,10,3,4,4,3,0,3,30.3,11576.57566171744
Ind880,No,60,1,696,1,7,4,3,1,1233,2,1,52,4,2,1,4,3,5220,10893,0,1,18,3,2,80,1,12,3,3,11,7,1,9,38.3,8923.738499383373
Ind881,No,32,2,116,2,13,3,6,1,1234,3,2,77,2,1,3,2,2,2743,7331,1,2,20,4,3,80,1,2,2,3,2,2,2,2,35.8,12202.05315185372
Ind882,No,32,2,1316,2,2,2,1,1,1235,4,2,38,3,2,2,3,1,4998,2338,4,1,14,3,4,80,0,10,2,3,8,7,0,7,38.2,11993.399741564082
Ind883,No,36,1,363,2,1,3,4,1,1237,3,2,77,1,3,4,1,3,10252,4235,2,1,21,4,3,80,1,17,2,3,7,7,7,7,38.9,12864.494797241905
Ind884,No,33,1,117,2,9,3,2,1,1238,1,1,60,3,1,2,4,2,2781,6311,0,2,13,3,2,80,1,15,5,3,14,10,4,10,35.9,8726.70946782321
Ind885,No,40,1,107,1,10,3,4,1,1239,2,2,84,2,2,1,2,3,6852,11591,7,2,12,3,2,80,1,7,2,4,5,1,1,3,32.6,10654.081063643853
Ind886,No,25,1,1356,1,10,4,1,1,1240,3,1,57,3,2,1,4,1,4950,20623,0,2,14,3,2,80,0,5,4,3,4,3,1,1,37.9,13081.897002232738
Ind887,No,30,1,1465,2,1,3,2,1,1241,4,1,63,3,1,2,2,2,3579,9369,0,1,21,4,1,80,1,12,2,3,11,9,5,7,36.6,11863.349671991939
Ind888,No,42,2,458,2,26,5,2,1,1242,1,2,60,3,3,8,1,2,13191,23281,3,1,17,3,3,80,0,20,6,3,1,0,0,0,32.5,9735.155984398116
Ind889,No,35,3,1212,1,8,2,3,1,1243,3,2,78,2,3,1,4,2,10377,13755,4,1,11,3,2,80,1,16,6,2,13,2,4,12,31.5,11737.189093096942
Ind890,No,27,1,1103,2,14,3,1,1,1244,1,1,42,3,1,2,1,2,2235,14377,1,1,14,3,4,80,2,9,3,2,9,7,6,8,36.4,12684.287955091539
Ind891,No,54,2,966,2,1,4,1,1,1245,4,2,53,3,3,4,3,3,10502,9659,7,2,17,3,1,80,1,33,2,1,5,4,1,4,30.7,14613.29409281216
Ind892,No,44,1,1117,2,2,1,1,1,1246,1,2,72,4,1,2,4,2,2011,19982,1,2,13,3,4,80,1,10,5,3,10,5,7,7,38.0,13099.05847106583
Ind893,Yes,19,3,504,2,10,3,2,1,1248,1,2,96,2,1,2,2,1,1859,6148,1,1,25,4,2,80,0,1,2,4,1,1,0,0,35.5,10333.171390424777
Ind894,No,29,1,1010,2,1,3,1,1,1249,1,2,97,3,1,2,4,3,3760,5598,1,2,15,3,1,80,3,3,5,3,3,2,1,2,28.1,12495.58644793862
Ind895,No,54,1,685,2,3,3,1,1,1250,4,1,85,3,4,8,4,2,17779,23474,3,2,14,3,1,80,0,36,2,3,10,9,0,9,38.8,11680.01521514908
Ind896,No,31,1,1332,2,11,2,2,1,1251,3,1,80,3,2,5,1,2,6833,17089,1,1,12,3,4,80,0,6,2,2,6,5,0,1,43.5,14505.477522947533
Ind897,No,31,1,1062,2,24,3,2,1,1252,3,2,96,2,2,5,1,1,6812,17198,1,2,19,3,2,80,0,10,2,3,10,9,1,8,40.3,14860.6162144047
Ind898,No,59,1,326,1,3,3,1,1,1254,3,2,48,2,2,1,4,1,5171,16490,5,2,17,3,4,80,0,13,2,3,6,1,0,5,35.4,12992.703500388243
Ind899,No,43,1,920,2,3,3,1,1,1255,3,1,96,1,5,8,4,2,19740,18625,3,2,14,3,2,80,1,25,2,3,8,7,0,7,35.5,12786.879062845685
Ind900,No,49,1,1098,2,4,2,2,1,1256,1,1,85,2,5,6,3,2,18711,12124,2,2,13,3,3,80,1,23,2,4,1,0,0,0,41.4,12068.13994406832
Ind901,No,36,2,469,2,3,3,4,1,1257,3,1,46,3,1,2,2,2,3692,9256,1,2,12,3,3,80,0,12,2,2,11,10,0,7,36.3,15495.13666370082
Ind902,No,48,1,969,2,2,2,4,1,1258,4,1,76,4,1,3,2,1,2559,16620,5,2,11,3,3,80,0,7,4,2,1,0,0,0,32.5,12121.588710381011
Ind903,No,27,1,1167,2,4,2,1,1,1259,1,1,76,3,1,2,3,3,2517,3208,1,2,11,3,2,80,3,5,2,3,5,3,0,3,35.2,8721.245362343638
Ind904,No,29,1,1329,2,7,3,1,1,1260,3,1,82,3,2,5,4,3,6623,4204,1,1,11,3,2,80,2,6,2,3,6,0,1,0,34.6,10385.295639824551
Ind905,No,48,1,715,2,1,3,1,1,1263,4,1,76,2,5,8,4,1,18265,8733,6,2,12,3,3,80,0,25,3,4,1,0,0,0,31.8,13669.463339226782
Ind906,No,29,1,694,2,1,3,1,1,1264,4,2,87,2,4,8,4,3,16124,3423,3,2,14,3,2,80,2,9,2,2,7,7,1,7,33.7,10938.64461929149
Ind907,No,34,1,1320,2,20,3,4,1,1265,3,2,89,4,1,2,3,2,2585,21643,0,2,17,3,4,80,0,2,5,2,1,0,0,0,36.6,11913.75980420958
Ind908,No,44,1,1099,1,5,3,3,1,1267,2,1,88,3,5,6,2,2,18213,8751,7,2,11,3,3,80,1,26,5,3,22,9,3,10,33.5,14007.569067739405
Ind909,No,33,1,536,1,10,5,3,1,1268,4,1,82,4,3,1,3,3,8380,21708,0,1,14,3,4,80,2,10,3,3,9,8,0,8,32.0,14746.397990981965
Ind910,No,19,1,265,2,25,3,1,1,1269,2,2,57,4,1,2,4,1,2994,21221,1,1,12,3,4,80,0,1,2,3,1,0,0,1,33.9,14613.87223550576
Ind911,No,23,1,373,2,1,2,1,1,1270,4,1,47,3,1,2,3,2,1223,16901,1,2,22,4,4,80,1,1,2,3,1,0,0,1,36.5,11709.584779565554
Ind912,Yes,25,2,599,1,24,1,1,1,1273,3,1,73,1,1,7,4,1,1118,8040,1,1,14,3,4,80,0,1,4,3,1,0,1,0,34.8,12138.445792156115
Ind913,No,26,1,583,2,4,2,1,1,1275,3,1,53,3,1,2,4,1,2875,9973,1,1,20,4,2,80,0,8,2,2,8,5,2,2,37.2,13599.635333255897
Ind914,Yes,45,1,1449,1,2,3,3,1,1277,1,2,94,1,5,6,2,1,18824,2493,2,1,16,3,1,80,0,26,2,3,24,10,1,11,43.4,9965.45550643623
Ind915,No,55,3,177,2,8,1,2,1,1278,4,1,37,2,4,5,2,3,13577,25592,1,1,15,3,4,80,1,34,3,3,33,9,15,0,33.1,13238.50951358212
Ind916,Yes,21,2,251,2,10,2,1,1,1279,1,2,45,2,1,3,3,1,2625,25308,1,2,20,4,3,80,0,2,2,1,2,2,2,2,33.4,11806.178070055701
Ind917,No,46,1,168,1,4,2,3,1,1280,4,2,33,2,5,6,2,2,18789,9946,2,2,14,3,3,80,1,26,2,3,11,4,0,8,39.3,10918.049770521164
Ind918,No,34,1,131,1,2,3,3,1,1281,3,2,86,3,2,1,1,1,4538,6039,0,1,12,3,4,80,0,4,3,3,3,2,0,2,27.3,13599.447075046757
Ind919,No,51,2,237,1,9,3,1,1,1282,4,1,83,3,5,6,2,3,19847,19196,4,1,24,4,1,80,1,31,5,2,29,10,11,10,31.4,10024.415828639507
Ind920,No,59,1,1429,2,18,4,2,1,1283,4,1,67,3,3,4,4,1,10512,20002,6,2,12,3,4,80,0,25,6,2,9,7,5,4,30.5,14892.550188723939
Ind921,No,34,2,135,2,19,3,2,1,1285,3,2,46,3,2,3,2,3,4444,22534,4,2,13,3,3,80,2,15,2,4,11,8,5,10,26.2,10246.706613276689
Ind922,No,28,2,791,2,1,4,2,1,1286,4,1,44,3,1,3,3,1,2154,6842,0,1,11,3,3,80,0,5,2,2,4,2,0,2,35.4,11860.759688823016
Ind923,No,44,1,1199,2,4,2,1,1,1288,3,1,92,4,5,6,1,3,19190,17477,1,2,14,3,4,80,2,26,4,2,25,9,14,13,37.5,15110.827411237091
Ind924,No,34,2,648,3,11,3,1,1,1289,3,1,56,2,2,9,2,2,4490,21833,4,2,11,3,4,80,2,14,5,4,10,9,1,8,35.3,13009.385409322878
Ind925,No,35,1,735,2,6,1,1,1,1291,3,1,66,3,1,2,3,2,3506,6020,0,1,14,3,4,80,0,4,3,3,3,2,2,2,29.0,15611.143292320492
Ind926,No,42,1,603,2,7,4,2,1,1292,2,2,78,4,2,2,2,2,2372,5628,6,1,16,3,4,80,0,18,2,3,1,0,0,0,33.6,11678.710333433566
Ind927,No,43,1,531,1,4,4,3,1,1293,4,2,56,2,3,1,4,1,10231,20364,3,2,14,3,4,80,0,23,3,4,21,7,15,17,35.1,11631.57616736545
Ind928,No,36,1,429,2,2,4,1,1,1294,3,2,53,3,2,4,2,1,5410,2323,9,1,11,3,4,80,0,18,2,3,16,14,5,12,36.2,13229.563571343013
Ind929,Yes,44,1,621,2,15,3,2,1,1295,1,2,73,3,3,5,4,2,7978,14075,1,2,11,3,4,80,1,10,2,3,10,7,0,5,35.6,11086.03938213348
